NAME,GEOID,totpop_16,totpop_17,totpop_18
"Census Tract 9573, Utuado Municipio, Puerto Rico",72141957300,234,212,200
"Census Tract 9574, Utuado Municipio, Puerto Rico",72141957400,256,223,200
"Census Tract 9575, Utuado Municipio, Puerto Rico",72141957500,157,141,150
"Census Tract 9576, Utuado Municipio, Puerto Rico",72141957600,210,195,200
"Census Tract 5501, Vega Alta Municipio, Puerto Rico",72143550100,351,301,300
"Census Tract 5502, Vega Alta Municipio, Puerto Rico",72143550200,186,146,150
"Census Tract 5503, Vega Alta Municipio, Puerto Rico",72143550300,340,328,300
"Census Tract 5504, Vega Alta Municipio, Puerto Rico",72143550400,252,242,250
"Census Tract 5505, Vega Alta Municipio, Puerto Rico",72143550500,527,495,450
"Census Tract 5506.01, Vega Alta Municipio, Puerto Rico",72143550601,305,265,250
"Census Tract 5506.02, Vega Alta Municipio, Puerto Rico",72143550602,287,275,250
"Census Tract 9900, Vega Alta Municipio, Puerto Rico",72143990000,0,0,0
"Census Tract 5601, Vega Baja Municipio, Puerto Rico",72145560100,198,201,200
"Census Tract 5602.01, Vega Baja Municipio, Puerto Rico",72145560201,168,179,200
"Census Tract 5602.04, Vega Baja Municipio, Puerto Rico",72145560204,204,189,200
"Census Tract 5603, Vega Baja Municipio, Puerto Rico",72145560300,246,215,200
"Census Tract 5604.01, Vega Baja Municipio, Puerto Rico",72145560401,161,134,150
"Census Tract 5604.02, Vega Baja Municipio, Puerto Rico",72145560402,311,303,300
"Census Tract 5605, Vega Baja Municipio, Puerto Rico",72145560500,150,156,150
"Census Tract 3201, Camuy Municipio, Puerto Rico",72027320100,209,203,200
"Census Tract 3202, Camuy Municipio, Puerto Rico",72027320200,268,236,250
"Census Tract 3203, Camuy Municipio, Puerto Rico",72027320300,309,286,250
"Census Tract 3204.01, Camuy Municipio, Puerto Rico",72027320401,285,277,250
"Census Tract 3204.02, Camuy Municipio, Puerto Rico",72027320402,289,257,200
"Census Tract 3205, Camuy Municipio, Puerto Rico",72027320500,293,242,250
"Census Tract 3206, Camuy Municipio, Puerto Rico",72027320600,330,289,300
"Census Tract 9900, Camuy Municipio, Puerto Rico",72027990000,0,0,0
"Census Tract 1001.01, Canovanas Municipio, Puerto Rico",72029100101,207,199,200
"Census Tract 1001.03, Canovanas Municipio, Puerto Rico",72029100103,180,167,150
"Census Tract 1001.04, Canovanas Municipio, Puerto Rico",72029100104,328,301,250
"Census Tract 1002, Canovanas Municipio, Puerto Rico",72029100200,235,215,200
"Census Tract 1004, Canovanas Municipio, Puerto Rico",72029100400,254,229,250
"Census Tract 1005.02, Canovanas Municipio, Puerto Rico",72029100502,227,215,250
"Census Tract 1005.03, Canovanas Municipio, Puerto Rico",72029100503,376,368,350
"Census Tract 1005.04, Canovanas Municipio, Puerto Rico",72029100504,247,209,200
"Census Tract 1006.01, Canovanas Municipio, Puerto Rico",72029100601,164,132,150
"Census Tract 1006.02, Canovanas Municipio, Puerto Rico",72029100602,219,178,150
"Census Tract 1007, Canovanas Municipio, Puerto Rico",72029100700,256,232,250
"Census Tract 1008, Canovanas Municipio, Puerto Rico",72029100800,142,128,150
"Census Tract 501.03, Carolina Municipio, Puerto Rico",72031050103,199,182,200
"Census Tract 501.05, Carolina Municipio, Puerto Rico",72031050105,207,172,150
"Census Tract 501.06, Carolina Municipio, Puerto Rico",72031050106,88,79,80
"Census Tract 501.07, Carolina Municipio, Puerto Rico",72031050107,156,145,150
"Census Tract 501.10, Carolina Municipio, Puerto Rico",72031050110,245,249,250
"Census Tract 501.11, Carolina Municipio, Puerto Rico",72031050111,154,132,150
"Census Tract 502.11, Carolina Municipio, Puerto Rico",72031050211,281,240,200
"Census Tract 502.12, Carolina Municipio, Puerto Rico",72031050212,239,198,200
"Census Tract 502.21, Carolina Municipio, Puerto Rico",72031050221,216,194,200
"Census Tract 502.22, Carolina Municipio, Puerto Rico",72031050222,329,301,250
"Census Tract 502.31, Carolina Municipio, Puerto Rico",72031050231,254,235,200
"Census Tract 502.32, Carolina Municipio, Puerto Rico",72031050232,257,241,250
"Census Tract 502.41, Carolina Municipio, Puerto Rico",72031050241,426,372,350
"Census Tract 502.42, Carolina Municipio, Puerto Rico",72031050242,311,291,300
"Census Tract 503.02, Carolina Municipio, Puerto Rico",72031050302,258,246,250
"Census Tract 503.11, Carolina Municipio, Puerto Rico",72031050311,191,157,150
"Census Tract 503.21, Carolina Municipio, Puerto Rico",72031050321,327,298,300
"Census Tract 503.31, Carolina Municipio, Puerto Rico",72031050331,256,233,200
"Census Tract 503.41, Carolina Municipio, Puerto Rico",72031050341,331,287,300
"Census Tract 504.01, Carolina Municipio, Puerto Rico",72031050401,151,152,150
"Census Tract 504.02, Carolina Municipio, Puerto Rico",72031050402,306,287,250
"Census Tract 505.01, Carolina Municipio, Puerto Rico",72031050501,285,279,250
"Census Tract 505.03, Carolina Municipio, Puerto Rico",72031050503,315,272,250
"Census Tract 505.04, Carolina Municipio, Puerto Rico",72031050504,320,280,300
"Census Tract 506, Carolina Municipio, Puerto Rico",72031050600,246,226,200
"Census Tract 507, Carolina Municipio, Puerto Rico",72031050700,153,135,150
"Census Tract 508.03, Carolina Municipio, Puerto Rico",72031050803,297,270,250
"Census Tract 508.11, Carolina Municipio, Puerto Rico",72031050811,309,293,300
"Census Tract 508.12, Carolina Municipio, Puerto Rico",72031050812,317,305,300
"Census Tract 508.21, Carolina Municipio, Puerto Rico",72031050821,348,328,350
"Census Tract 508.22, Carolina Municipio, Puerto Rico",72031050822,291,284,300
"Census Tract 508.31, Carolina Municipio, Puerto Rico",72031050831,356,318,300
"Census Tract 508.41, Carolina Municipio, Puerto Rico",72031050841,174,146,100
"Census Tract 509.01, Carolina Municipio, Puerto Rico",72031050901,414,389,400
"Census Tract 509.02, Carolina Municipio, Puerto Rico",72031050902,236,208,200
"Census Tract 510.01, Carolina Municipio, Puerto Rico",72031051001,297,263,250
"Census Tract 510.02, Carolina Municipio, Puerto Rico",72031051002,256,241,200
"Census Tract 511.02, Carolina Municipio, Puerto Rico",72031051102,261,227,250
"Census Tract 511.03, Carolina Municipio, Puerto Rico",72031051103,341,309,300
"Census Tract 511.04, Carolina Municipio, Puerto Rico",72031051104,300,275,300
"Census Tract 9800.03, Carolina Municipio, Puerto Rico",72031980003,0,0,0
"Census Tract 9900, Carolina Municipio, Puerto Rico",72031990000,0,0,0
"Census Tract 202, Cata?o Municipio, Puerto Rico",72033020200,271,272,250
"Census Tract 203.02, Cata?o Municipio, Puerto Rico",72033020302,227,209,200
"Census Tract 204.03, Cata?o Municipio, Puerto Rico",72033020403,329,298,300
"Census Tract 204.22, Cata?o Municipio, Puerto Rico",72033020422,278,263,250
"Census Tract 204.23, Cata?o Municipio, Puerto Rico",72033020423,343,314,300
"Census Tract 204.25, Cata?o Municipio, Puerto Rico",72033020425,268,250,250
"Census Tract 204.26, Cata?o Municipio, Puerto Rico",72033020426,202,189,150
"Census Tract 204.27, Cata?o Municipio, Puerto Rico",72033020427,111,88,90
"Census Tract 205, Cata?o Municipio, Puerto Rico",72033020500,266,249,250
"Census Tract 9800.01, Cata?o Municipio, Puerto Rico",72033980001,0,0,0
"Census Tract 9800.02, Cata?o Municipio, Puerto Rico",72033980002,0,0,0
"Census Tract 9800.03, Cata?o Municipio, Puerto Rico",72033980003,16,18,20
"Census Tract 9800.04, Cata?o Municipio, Puerto Rico",72033980004,0,0,0
"Census Tract 9800.05, Cata?o Municipio, Puerto Rico",72033980005,0,0,
"Census Tract 9800.06, Cata?o Municipio, Puerto Rico",72033980006,0,0,0
"Census Tract 9800.07, Cata?o Municipio, Puerto Rico",72033980007,0,0,0
"Census Tract 9800.08, Cata?o Municipio, Puerto Rico",72033980008,0,0,0
"Census Tract 9902.01, Cata?o Municipio, Puerto Rico",72033990201,0,0,0
"Census Tract 2601, Cayey Municipio, Puerto Rico",72035260100,317,291,300
"Census Tract 2602.01, Cayey Municipio, Puerto Rico",72035260201,236,216,200
"Census Tract 2602.02, Cayey Municipio, Puerto Rico",72035260202,256,219,200
"Census Tract 2603, Cayey Municipio, Puerto Rico",72035260300,246,212,200
"Census Tract 2604, Cayey Municipio, Puerto Rico",72035260400,274,240,250
"Census Tract 2605, Cayey Municipio, Puerto Rico",72035260500,308,285,250
"Census Tract 2606, Cayey Municipio, Puerto Rico",72035260600,198,173,150
"Census Tract 2607, Cayey Municipio, Puerto Rico",72035260700,174,156,150
"Census Tract 2608, Cayey Municipio, Puerto Rico",72035260800,200,190,200
"Census Tract 2609.01, Cayey Municipio, Puerto Rico",72035260901,274,254,250
"Census Tract 2609.02, Cayey Municipio, Puerto Rico",72035260902,275,254,300
"Census Tract 1601, Ceiba Municipio, Puerto Rico",72037160100,4,,
"Census Tract 1602.01, Ceiba Municipio, Puerto Rico",72037160201,303,281,250
"Census Tract 1602.02, Ceiba Municipio, Puerto Rico",72037160202,229,208,200
"Census Tract 1603, Ceiba Municipio, Puerto Rico",72037160300,284,251,250
"Census Tract 9900, Ceiba Municipio, Puerto Rico",72037990000,0,0,0
"Census Tract 9556, Ciales Municipio, Puerto Rico",72039955600,314,302,300
"Census Tract 9557, Ciales Municipio, Puerto Rico",72039955700,164,147,150
"Census Tract 9558, Ciales Municipio, Puerto Rico",72039955800,299,298,300
"Census Tract 9559, Ciales Municipio, Puerto Rico",72039955900,300,254,250
"Census Tract 2401.01, Cidra Municipio, Puerto Rico",72041240101,332,297,300
"Census Tract 2401.02, Cidra Municipio, Puerto Rico",72041240102,259,247,200
"Census Tract 2402.01, Cidra Municipio, Puerto Rico",72041240201,266,230,200
"Census Tract 2402.02, Cidra Municipio, Puerto Rico",72041240202,235,220,200
"Census Tract 2403, Cidra Municipio, Puerto Rico",72041240300,226,196,200
"Census Tract 2404.01, Cidra Municipio, Puerto Rico",72041240401,283,240,250
"Census Tract 2404.02, Cidra Municipio, Puerto Rico",72041240402,211,158,150
"Census Tract 2405, Cidra Municipio, Puerto Rico",72041240500,304,270,250
"Census Tract 2406.01, Cidra Municipio, Puerto Rico",72041240601,323,280,250
"Census Tract 2406.02, Cidra Municipio, Puerto Rico",72041240602,277,236,200
"Census Tract 9539, Coamo Municipio, Puerto Rico",72043953900,200,191,200
"Census Tract 9540, Coamo Municipio, Puerto Rico",72043954000,239,230,250
"Census Tract 9541, Coamo Municipio, Puerto Rico",72043954100,238,223,200
"Census Tract 9542, Coamo Municipio, Puerto Rico",72043954200,220,207,200
"Census Tract 9543, Coamo Municipio, Puerto Rico",72043954300,208,210,200
"Census Tract 9544, Coamo Municipio, Puerto Rico",72043954400,255,232,250
"Census Tract 9545, Coamo Municipio, Puerto Rico",72043954500,289,264,250
"Census Tract 9546, Coamo Municipio, Puerto Rico",72043954600,309,271,250
"Census Tract 9547, Coamo Municipio, Puerto Rico",72043954700,264,252,250
"Census Tract 9517, Comerio Municipio, Puerto Rico",72045951700,256,207,150
"Census Tract 9518, Comerio Municipio, Puerto Rico",72045951800,334,278,250
"Census Tract 9519, Comerio Municipio, Puerto Rico",72045951900,181,158,150
"Census Tract 9520, Comerio Municipio, Puerto Rico",72045952000,211,193,200
"Census Tract 9521, Comerio Municipio, Puerto Rico",72045952100,276,250,250
"Census Tract 5301, Corozal Municipio, Puerto Rico",72047530100,217,178,200
"Census Tract 5302, Corozal Municipio, Puerto Rico",72047530200,371,373,350
"Census Tract 5303, Corozal Municipio, Puerto Rico",72047530300,232,213,200
"Census Tract 5304, Corozal Municipio, Puerto Rico",72047530400,258,243,250
"Census Tract 5305, Corozal Municipio, Puerto Rico",72047530500,306,272,250
"Census Tract 5306, Corozal Municipio, Puerto Rico",72047530600,266,236,250
"Census Tract 9505, Culebra Municipio, Puerto Rico",72049950500,225,225,200
"Census Tract 9905.01, Culebra Municipio, Puerto Rico",72049990501,0,0,0
"Census Tract 5401, Dorado Municipio, Puerto Rico",72051540100,188,168,150
"Census Tract 5402, Dorado Municipio, Puerto Rico",72051540200,292,255,250
"Census Tract 5403, Dorado Municipio, Puerto Rico",72051540300,234,240,250
"Census Tract 5404, Dorado Municipio, Puerto Rico",72051540400,353,298,250
"Census Tract 5405, Dorado Municipio, Puerto Rico",72051540500,302,276,300
"Census Tract 5406, Dorado Municipio, Puerto Rico",72051540600,331,284,250
"Census Tract 5407, Dorado Municipio, Puerto Rico",72051540700,233,207,200
"Census Tract 9900.21, Dorado Municipio, Puerto Rico",72051990021,0,0,0
"Census Tract 1501.02, Fajardo Municipio, Puerto Rico",72053150102,282,251,250
"Census Tract 1501.04, Fajardo Municipio, Puerto Rico",72053150104,298,271,250
"Census Tract 1502, Fajardo Municipio, Puerto Rico",72053150200,212,212,200
"Census Tract 1503.01, Fajardo Municipio, Puerto Rico",72053150301,299,251,250
"Census Tract 1503.02, Fajardo Municipio, Puerto Rico",72053150302,259,235,250
"Census Tract 1504, Fajardo Municipio, Puerto Rico",72053150400,285,249,250
"Census Tract 1505, Fajardo Municipio, Puerto Rico",72053150500,372,327,300
"Census Tract 1506.01, Fajardo Municipio, Puerto Rico",72053150601,184,154,150
"Census Tract 1506.02, Fajardo Municipio, Puerto Rico",72053150602,212,183,200
"Census Tract 9901.03, Fajardo Municipio, Puerto Rico",72053990103,0,0,0
"Census Tract 5801, Florida Municipio, Puerto Rico",72054580100,238,225,200
"Census Tract 5802, Florida Municipio, Puerto Rico",72054580200,251,233,250
"Census Tract 9609, Guanica Municipio, Puerto Rico",72055960900,271,224,200
"Census Tract 9610, Guanica Municipio, Puerto Rico",72055961000,161,139,150
"Census Tract 9611, Guanica Municipio, Puerto Rico",72055961100,189,197,200
"Census Tract 9612, Guanica Municipio, Puerto Rico",72055961200,187,164,150
"Census Tract 9613, Guanica Municipio, Puerto Rico",72055961300,231,217,200
"Census Tract 9614, Guanica Municipio, Puerto Rico",72055961400,137,116,100
"Census Tract 9615, Guanica Municipio, Puerto Rico",72055961500,169,155,150
"Census Tract 9900, Guanica Municipio, Puerto Rico",72055990000,0,0,0
"Census Tract 2701, Guayama Municipio, Puerto Rico",72057270100,255,226,200
"Census Tract 2702.01, Guayama Municipio, Puerto Rico",72057270201,195,188,200
"Census Tract 2702.02, Guayama Municipio, Puerto Rico",72057270202,738,688,700
"Census Tract 2703, Guayama Municipio, Puerto Rico",72057270300,196,190,150
"Census Tract 2704, Guayama Municipio, Puerto Rico",72057270400,191,163,150
"Census Tract 2705, Guayama Municipio, Puerto Rico",72057270500,181,154,200
"Census Tract 2706, Guayama Municipio, Puerto Rico",72057270600,210,195,200
"Census Tract 2707, Guayama Municipio, Puerto Rico",72057270700,202,193,200
"Census Tract 2708, Guayama Municipio, Puerto Rico",72057270800,282,257,250
"Census Tract 9926, Guayama Municipio, Puerto Rico",72057992600,0,0,0
"Census Tract 7401.01, Guayanilla Municipio, Puerto Rico",72059740101,325,290,300
"Census Tract 7401.02, Guayanilla Municipio, Puerto Rico",72059740102,208,183,200
"Census Tract 7402, Guayanilla Municipio, Puerto Rico",72059740200,361,325,350
"Census Tract 7403, Guayanilla Municipio, Puerto Rico",72059740300,271,254,250
"Census Tract 7404, Guayanilla Municipio, Puerto Rico",72059740400,343,288,300
"Census Tract 9900.01, Guayanilla Municipio, Puerto Rico",72059990001,0,0,0
"Census Tract 401.01, Guaynabo Municipio, Puerto Rico",72061040101,118,90,90
"Census Tract 401.02, Guaynabo Municipio, Puerto Rico",72061040102,211,181,150
"Census Tract 401.03, Guaynabo Municipio, Puerto Rico",72061040103,245,225,200
"Census Tract 402, Guaynabo Municipio, Puerto Rico",72061040200,292,247,250
"Census Tract 403.01, Guaynabo Municipio, Puerto Rico",72061040301,213,193,200
"Census Tract 403.02, Guaynabo Municipio, Puerto Rico",72061040302,163,155,150
"Census Tract 403.03, Guaynabo Municipio, Puerto Rico",72061040303,150,140,150
"Census Tract 403.04, Guaynabo Municipio, Puerto Rico",72061040304,239,219,200
"Census Tract 404.03, Guaynabo Municipio, Puerto Rico",72061040403,246,226,200
"Census Tract 404.11, Guaynabo Municipio, Puerto Rico",72061040411,369,313,300
"Census Tract 404.12, Guaynabo Municipio, Puerto Rico",72061040412,226,216,200
"Census Tract 404.21, Guaynabo Municipio, Puerto Rico",72061040421,416,379,350
"Census Tract 404.22, Guaynabo Municipio, Puerto Rico",72061040422,198,187,200
"Census Tract 404.32, Guaynabo Municipio, Puerto Rico",72061040432,195,188,200
"Census Tract 404.42, Guaynabo Municipio, Puerto Rico",72061040442,236,199,200
"Census Tract 405, Guaynabo Municipio, Puerto Rico",72061040500,266,221,200
"Census Tract 406.01, Guaynabo Municipio, Puerto Rico",72061040601,316,277,250
"Census Tract 406.02, Guaynabo Municipio, Puerto Rico",72061040602,392,317,250
"Census Tract 407, Guaynabo Municipio, Puerto Rico",72061040700,315,261,200
"Census Tract 408, Guaynabo Municipio, Puerto Rico",72061040800,212,177,150
"Census Tract 409, Guaynabo Municipio, Puerto Rico",72061040900,271,244,250
"Census Tract 410, Guaynabo Municipio, Puerto Rico",72061041000,133,103,90
"Census Tract 411, Guaynabo Municipio, Puerto Rico",72061041100,209,186,200
"Census Tract 2101, Gurabo Municipio, Puerto Rico",72063210100,268,233,250
"Census Tract 2102.01, Gurabo Municipio, Puerto Rico",72063210201,210,189,200
"Census Tract 2102.02, Gurabo Municipio, Puerto Rico",72063210202,344,291,300
"Census Tract 2103, Gurabo Municipio, Puerto Rico",72063210300,206,181,150
"Census Tract 2104, Gurabo Municipio, Puerto Rico",72063210400,263,256,250
"Census Tract 2105.02, Gurabo Municipio, Puerto Rico",72063210502,320,297,300
"Census Tract 2105.03, Gurabo Municipio, Puerto Rico",72063210503,278,270,250
"Census Tract 2105.04, Gurabo Municipio, Puerto Rico",72063210504,281,252,250
"Census Tract 3101, Hatillo Municipio, Puerto Rico",72065310100,325,277,250
"Census Tract 3102, Hatillo Municipio, Puerto Rico",72065310200,303,310,300
"Census Tract 3103, Hatillo Municipio, Puerto Rico",72065310300,246,237,200
"Census Tract 3104, Hatillo Municipio, Puerto Rico",72065310400,315,294,300
"Census Tract 3105, Hatillo Municipio, Puerto Rico",72065310500,287,242,250
"Census Tract 3106, Hatillo Municipio, Puerto Rico",72065310600,240,235,250
"Census Tract 9900.16, Hatillo Municipio, Puerto Rico",72065990016,0,0,0
"Census Tract 8201, Hormigueros Municipio, Puerto Rico",72067820100,300,295,300
"Census Tract 8203, Hormigueros Municipio, Puerto Rico",72067820300,355,348,350
"Census Tract 8204, Hormigueros Municipio, Puerto Rico",72067820400,233,228,200
"Census Tract 8205, Hormigueros Municipio, Puerto Rico",72067820500,337,311,300
"Census Tract 1801, Humacao Municipio, Puerto Rico",72069180100,330,307,300
"Census Tract 1802.01, Humacao Municipio, Puerto Rico",72069180201,173,143,150
"Census Tract 1802.02, Humacao Municipio, Puerto Rico",72069180202,271,241,250
